	DepTime	CRSDepTime	ArrTime	CRSArrTime	ActualElapsedTime	CRSElapsedTime	AirTime	ArrDelay	DepDelay	Distance	TaxiIn	TaxiOut	CarrierDelay	WeatherDelay	NASDelay	SecurityDelay	LateAircraftDelay
117907	1538.0	1315	1726.0	1434	108.0	79.0	54.0	172.0	143.0	282	5.0	49.0	14.0	0.0	29.0	0.0	129.0
117959	1122.0	1035	1233.0	1148	71.0	73.0	54.0	45.0	47.0	304	7.0	10.0	10.0	0.0	0.0	0.0	35.0
118075	1727.0	1639	1901.0	1823	94.0	104.0	77.0	38.0	48.0	489	7.0	10.0	0.0	0.0	0.0	0.0	38.0
118099	1752.0	1650	1913.0	1809	81.0	79.0	42.0	64.0	62.0	194	4.0	35.0	0.0	15.0	2.0	0.0	47.0
118299	638.0	630	839.0	800	121.0	90.0	65.0	39.0	8.0	319	12.0	44.0	8.0	0.0	31.0	0.0	0.0
118404	1028.0	1010	1407.0	1333	159.0	143.0	142.0	34.0	18.0	872	10.0	7.0	5.0	0.0	16.0	0.0	13.0
118420	1641.0	1617	1807.0	1744	86.0	87.0	71.0	23.0	24.0	395	7.0	8.0	23.0	0.0	0.0	0.0	0.0
118470	1300.0	1220	1504.0	1414	124.0	114.0	88.0	50.0	40.0	657	6.0	30.0	11.0	0.0	10.0	0.0	29.0
118624	1720.0	1645	1850.0	1812	90.0	87.0	50.0	38.0	35.0	266	5.0	35.0	0.0	11.0	3.0	0.0	24.0
119059	816.0	610	956.0	725	100.0	75.0	49.0	151.0	126.0	246	8.0	43.0	126.0	0.0	25.0	0.0	0.0
119146	1122.0	1050	1248.0	1223	86.0	93.0	57.0	25.0	32.0	284	8.0	21.0	5.0	0.0	0.0	0.0	20.0
119150	1820.0	1740	1933.0	1859	73.0	79.0	57.0	34.0	40.0	339	6.0	10.0	0.0	0.0	0.0	0.0	34.0
119206	1207.0	1150	1610.0	1535	183.0	165.0	165.0	35.0	17.0	1174	8.0	10.0	17.0	0.0	18.0	0.0	0.0
119245	2310.0	2045	48.0	2303	98.0	138.0	77.0	105.0	145.0	529	5.0	16.0	105.0	0.0	0.0	0.0	0.0
119440	1621.0	1600	1854.0	1820	93.0	80.0	58.0	34.0	21.0	328	22.0	13.0	0.0	0.0	13.0	0.0	21.0
119675	807.0	740	1016.0	1000	189.0	200.0	168.0	16.0	27.0	1190	6.0	15.0	16.0	0.0	0.0	0.0	0.0
119788	2006.0	1850	2028.0	1914	82.0	84.0	53.0	74.0	76.0	307	6.0	23.0	74.0	0.0	0.0	0.0	0.0
120226	1153.0	1030	1315.0	1150	82.0	80.0	68.0	85.0	83.0	284	6.0	8.0	4.0	0.0	2.0	0.0	79.0
120284	1108.0	845	1309.0	1124	181.0	219.0	157.0	105.0	143.0	1092	4.0	20.0	12.0	0.0	0.0	0.0	93.0
120373	1726.0	1520	1942.0	1759	196.0	219.0	159.0	103.0	126.0	1130	4.0	33.0	0.0	4.0	0.0	0.0	99.0
120379	1030.0	1015	1205.0	1139	95.0	84.0	60.0	26.0	15.0	209	5.0	30.0	1.0	0.0	11.0	0.0	14.0
120397	910.0	855	1126.0	1109	196.0	194.0	155.0	17.0	15.0	1174	6.0	35.0	15.0	0.0	2.0	0.0	0.0
120408	1802.0	1736	2008.0	1944	126.0	128.0	97.0	24.0	26.0	643	5.0	24.0	0.0	0.0	0.0	0.0	24.0
120429	1540.0	1515	1637.0	1620	57.0	65.0	34.0	17.0	25.0	160	4.0	19.0	17.0	0.0	0.0	0.0	0.0
120475	1721.0	1540	1933.0	1800	132.0	140.0	95.0	93.0	101.0	628	7.0	30.0	0.0	5.0	0.0	0.0	88.0
120655	1241.0	1150	1533.0	1445	112.0	115.0	85.0	48.0	51.0	622	8.0	19.0	3.0	0.0	0.0	0.0	45.0
120711	1337.0	1315	1714.0	1640	157.0	145.0	121.0	34.0	22.0	929	5.0	31.0	0.0	0.0	12.0	0.0	22.0
120758	1735.0	1450	1858.0	1605	83.0	75.0	58.0	173.0	165.0	314	14.0	11.0	0.0	0.0	13.0	0.0	160.0
120807	2153.0	2145	2324.0	2257	91.0	72.0	38.0	27.0	8.0	199	7.0	46.0	0.0	0.0	19.0	0.0	8.0
120846	2106.0	1835	2343.0	2124	97.0	109.0	79.0	139.0	151.0	622	6.0	12.0	0.0	0.0	0.0	9.0	130.0
121111	647.0	635	1024.0	953	157.0	138.0	129.0	31.0	12.0	850	8.0	20.0	12.0	0.0	19.0	0.0	0.0
121160	1306.0	1300	1725.0	1630	199.0	150.0	105.0	55.0	6.0	725	9.0	85.0	0.0	0.0	55.0	0.0	0.0
121229	1421.0	1200	1526.0	1325	125.0	145.0	103.0	121.0	141.0	689	9.0	13.0	17.0	0.0	0.0	0.0	104.0
121372	1857.0	1835	2148.0	2050	171.0	135.0	101.0	58.0	22.0	529	10.0	60.0	0.0	0.0	36.0	0.0	22.0
121401	1654.0	1555	1802.0	1707	68.0	72.0	51.0	55.0	59.0	339	3.0	14.0	55.0	0.0	0.0	0.0	0.0
121460	2140.0	1855	51.0	2209	131.0	134.0	101.0	162.0	165.0	748	14.0	16.0	0.0	0.0	0.0	0.0	162.0
121532	1601.0	1535	1734.0	1714	93.0	99.0	77.0	20.0	26.0	544	5.0	11.0	20.0	0.0	0.0	0.0	0.0
121547	2013.0	1930	2145.0	2110	92.0	100.0	71.0	35.0	43.0	284	8.0	13.0	4.0	0.0	0.0	0.0	31.0
121670	1950.0	1725	2142.0	1917	112.0	112.0	64.0	145.0	145.0	446	3.0	45.0	40.0	0.0	0.0	0.0	105.0
121704	2132.0	2105	2322.0	2248	170.0	163.0	141.0	34.0	27.0	936	5.0	24.0	27.0	0.0	7.0	0.0	0.0
121913	2025.0	1845	2305.0	2107	220.0	202.0	160.0	118.0	100.0	1008	7.0	53.0	100.0	0.0	18.0	0.0	0.0
122082	1453.0	1405	1835.0	1755	162.0	170.0	139.0	40.0	48.0	1008	9.0	14.0	0.0	0.0	40.0	0.0	0.0
122241	1041.0	730	1337.0	1027	116.0	117.0	94.0	190.0	191.0	689	8.0	14.0	190.0	0.0	0.0	0.0	0.0
122254	2132.0	2125	2300.0	2239	88.0	74.0	31.0	21.0	7.0	143	6.0	51.0	7.0	0.0	14.0	0.0	0.0
122378	1424.0	1350	1639.0	1545	135.0	115.0	71.0	54.0	34.0	446	10.0	54.0	0.0	0.0	29.0	0.0	25.0
122390	1649.0	1409	1858.0	1604	129.0	115.0	92.0	174.0	160.0	609	11.0	26.0	0.0	0.0	14.0	0.0	160.0
122433	1300.0	1250	1743.0	1614	223.0	144.0	116.0	89.0	10.0	719	7.0	100.0	0.0	0.0	89.0	0.0	0.0
122525	1410.0	1350	1715.0	1658	125.0	128.0	106.0	17.0	20.0	851	5.0	14.0	0.0	0.0	0.0	0.0	17.0
122543	1447.0	1420	1635.0	1612	168.0	172.0	133.0	23.0	27.0	872	8.0	27.0	23.0	0.0	0.0	0.0	0.0
122626	1803.0	1750	2025.0	2005	142.0	135.0	121.0	20.0	13.0	781	5.0	16.0	0.0	0.0	7.0	0.0	13.0
122658	1259.0	1245	1415.0	1355	136.0	130.0	120.0	20.0	14.0	744	5.0	11.0	0.0	0.0	6.0	0.0	14.0
122676	2315.0	2245	17.0	2359	62.0	74.0	48.0	18.0	30.0	316	6.0	8.0	0.0	0.0	0.0	0.0	18.0
122780	1908.0	1815	2039.0	2000	91.0	105.0	70.0	39.0	53.0	424	9.0	12.0	0.0	0.0	0.0	0.0	39.0
122921	1658.0	1630	1723.0	1659	85.0	89.0	67.0	24.0	28.0	402	4.0	14.0	0.0	0.0	0.0	0.0	24.0
122981	1944.0	1855	2044.0	2005	60.0	70.0	43.0	39.0	49.0	245	7.0	10.0	0.0	0.0	0.0	0.0	39.0
123106	1932.0	1655	2032.0	1802	120.0	127.0	101.0	150.0	157.0	622	4.0	15.0	4.0	0.0	0.0	0.0	146.0
123355	1517.0	1330	1719.0	1543	122.0	133.0	90.0	96.0	107.0	569	6.0	26.0	0.0	20.0	0.0	0.0	76.0
123539	1712.0	1640	1835.0	1805	83.0	85.0	60.0	30.0	32.0	374	16.0	7.0	0.0	0.0	0.0	0.0	30.0
123579	1309.0	1250	1449.0	1434	100.0	104.0	80.0	15.0	19.0	462	9.0	11.0	0.0	0.0	0.0	0.0	15.0
123605	858.0	845	1012.0	955	134.0	130.0	102.0	17.0	13.0	694	4.0	28.0	13.0	0.0	4.0	0.0	0.0
123708	1919.0	1820	2052.0	2005	93.0	105.0	72.0	47.0	59.0	469	8.0	13.0	0.0	0.0	0.0	0.0	47.0
123713	1822.0	1630	2052.0	1835	150.0	125.0	106.0	137.0	112.0	529	13.0	31.0	1.0	0.0	25.0	0.0	111.0
123728	1535.0	1425	1751.0	1700	196.0	215.0	178.0	51.0	70.0	1201	7.0	11.0	19.0	0.0	0.0	0.0	32.0
123810	2131.0	2055	2313.0	2252	162.0	177.0	136.0	21.0	36.0	948	6.0	20.0	21.0	0.0	0.0	0.0	0.0
123973	2142.0	2050	2330.0	2217	108.0	87.0	51.0	73.0	52.0	246	11.0	46.0	0.0	8.0	21.0	0.0	44.0
124150	2039.0	2030	2312.0	2245	153.0	135.0	85.0	27.0	9.0	594	6.0	62.0	9.0	0.0	18.0	0.0	0.0
124156	1622.0	1600	1809.0	1731	107.0	91.0	54.0	38.0	22.0	282	14.0	39.0	0.0	22.0	16.0	0.0	0.0
124425	730.0	615	905.0	809	155.0	174.0	139.0	56.0	75.0	975	6.0	10.0	56.0	0.0	0.0	0.0	0.0
124555	2116.0	2100	2306.0	2228	110.0	88.0	56.0	38.0	16.0	282	4.0	50.0	0.0	16.0	22.0	0.0	0.0
124579	831.0	800	946.0	914	135.0	134.0	120.0	32.0	31.0	744	6.0	9.0	15.0	0.0	1.0	0.0	16.0
124622	2038.0	1905	2309.0	2132	151.0	147.0	100.0	97.0	93.0	644	7.0	44.0	0.0	6.0	4.0	0.0	87.0
124675	2103.0	1900	2314.0	2118	191.0	198.0	145.0	116.0	123.0	1055	12.0	34.0	24.0	0.0	0.0	0.0	92.0
124893	1751.0	1615	1919.0	1747	88.0	92.0	49.0	92.0	96.0	246	9.0	30.0	12.0	0.0	0.0	0.0	80.0
124964	1546.0	1535	1838.0	1822	172.0	167.0	145.0	16.0	11.0	1034	6.0	21.0	0.0	0.0	5.0	11.0	0.0
125031	1934.0	1835	2103.0	2005	89.0	90.0	64.0	58.0	59.0	362	12.0	13.0	0.0	0.0	58.0	0.0	0.0
125076	528.0	520	641.0	620	73.0	60.0	39.0	21.0	8.0	201	7.0	27.0	8.0	0.0	13.0	0.0	0.0
125148	1155.0	1100	1328.0	1234	93.0	94.0	71.0	54.0	55.0	469	5.0	17.0	54.0	0.0	0.0	0.0	0.0
125160	1336.0	1320	1610.0	1555	154.0	155.0	134.0	15.0	16.0	984	6.0	14.0	15.0	0.0	0.0	0.0	0.0
125214	1637.0	1620	1808.0	1748	91.0	88.0	50.0	20.0	17.0	284	3.0	38.0	17.0	0.0	3.0	0.0	0.0
125229	1938.0	1820	2119.0	1955	101.0	95.0	62.0	84.0	78.0	246	21.0	18.0	0.0	0.0	6.0	0.0	78.0
125259	1712.0	1540	1858.0	1755	166.0	195.0	133.0	63.0	92.0	946	7.0	26.0	63.0	0.0	0.0	0.0	0.0
125345	809.0	645	1016.0	900	127.0	135.0	94.0	76.0	84.0	605	7.0	26.0	76.0	0.0	0.0	0.0	0.0
125439	2200.0	2120	2334.0	2239	94.0	79.0	39.0	55.0	40.0	209	17.0	38.0	18.0	0.0	15.0	0.0	22.0
125516	1925.0	1850	2038.0	2007	73.0	77.0	52.0	31.0	35.0	316	5.0	16.0	31.0	0.0	0.0	0.0	0.0
125623	1425.0	1200	1625.0	1344	120.0	104.0	90.0	161.0	145.0	609	3.0	27.0	0.0	0.0	16.0	0.0	145.0
125644	1106.0	1040	1229.0	1210	143.0	150.0	124.0	19.0	26.0	719	5.0	14.0	19.0	0.0	0.0	0.0	0.0
125674	1220.0	1020	1405.0	1138	105.0	78.0	59.0	147.0	120.0	266	5.0	41.0	0.0	0.0	27.0	0.0	120.0
125701	1556.0	1355	1756.0	1600	120.0	125.0	82.0	116.0	121.0	529	5.0	33.0	0.0	5.0	0.0	0.0	111.0
125756	1347.0	1300	1520.0	1444	93.0	104.0	75.0	36.0	47.0	469	8.0	10.0	0.0	0.0	0.0	0.0	36.0
125771	2051.0	2030	2225.0	2149	94.0	79.0	34.0	36.0	21.0	169	6.0	54.0	21.0	0.0	15.0	0.0	0.0
125801	1819.0	1700	1942.0	1819	83.0	79.0	40.0	83.0	79.0	199	7.0	36.0	6.0	0.0	4.0	0.0	73.0
125821	947.0	928	1113.0	1045	86.0	77.0	54.0	28.0	19.0	314	16.0	16.0	0.0	0.0	9.0	0.0	19.0
125831	1959.0	1930	2153.0	2115	114.0	105.0	44.0	38.0	29.0	278	5.0	65.0	0.0	2.0	9.0	0.0	27.0
125948	838.0	825	1015.0	954	97.0	89.0	52.0	21.0	13.0	246	7.0	38.0	13.0	0.0	8.0	0.0	0.0
125980	1223.0	1115	1358.0	1312	95.0	117.0	78.0	46.0	68.0	554	10.0	7.0	0.0	0.0	0.0	0.0	46.0
126240	1543.0	1440	1727.0	1607	104.0	87.0	57.0	80.0	63.0	266	9.0	38.0	0.0	0.0	28.0	0.0	52.0
126315	1734.0	1635	1846.0	1749	72.0	74.0	32.0	57.0	59.0	143	5.0	35.0	1.0	0.0	0.0	0.0	56.0
126442	1059.0	930	1155.0	1030	56.0	60.0	37.0	85.0	89.0	214	10.0	9.0	18.0	0.0	0.0	0.0	67.0
126593	2128.0	2100	2213.0	2155	45.0	55.0	31.0	18.0	28.0	162	4.0	10.0	18.0	0.0	0.0	0.0	0.0
126625	857.0	850	1041.0	1000	104.0	70.0	51.0	41.0	7.0	339	4.0	49.0	7.0	0.0	34.0	0.0	0.0
126772	1057.0	1028	1215.0	1143	78.0	75.0	54.0	32.0	29.0	339	5.0	19.0	0.0	0.0	3.0	0.0	29.0
126842	2016.0	1805	2351.0	2158	155.0	173.0	135.0	113.0	131.0	946	8.0	12.0	113.0	0.0	0.0	0.0	0.0
126877	1953.0	1830	2151.0	2050	118.0	140.0	101.0	61.0	83.0	628	6.0	11.0	0.0	0.0	0.0	0.0	61.0
126881	1756.0	1615	2002.0	1835	126.0	140.0	99.0	87.0	101.0	569	7.0	20.0	0.0	0.0	11.0	0.0	76.0
127173	1800.0	1500	1904.0	1605	64.0	65.0	37.0	179.0	180.0	192	11.0	16.0	9.0	0.0	0.0	0.0	170.0
127233	1612.0	1540	1746.0	1729	94.0	109.0	68.0	17.0	32.0	416	11.0	15.0	2.0	0.0	0.0	0.0	15.0
127290	1523.0	1400	1707.0	1600	104.0	120.0	89.0	67.0	83.0	540	6.0	9.0	1.0	0.0	0.0	0.0	66.0
127452	1002.0	935	1056.0	1035	54.0	60.0	37.0	21.0	27.0	116	7.0	10.0	0.0	0.0	0.0	0.0	21.0
127526	2047.0	2015	2308.0	2223	141.0	128.0	83.0	45.0	32.0	487	7.0	51.0	0.0	0.0	13.0	0.0	32.0
127538	2011.0	1920	2239.0	2157	148.0	157.0	88.0	42.0	51.0	631	3.0	57.0	42.0	0.0	0.0	0.0	0.0
127557	854.0	830	1014.0	955	80.0	85.0	61.0	19.0	24.0	395	3.0	16.0	19.0	0.0	0.0	0.0	0.0
127619	931.0	850	1047.0	1005	76.0	75.0	52.0	42.0	41.0	304	6.0	18.0	0.0	0.0	1.0	0.0	41.0
127796	1638.0	1520	1759.0	1640	81.0	80.0	63.0	79.0	78.0	424	5.0	13.0	26.0	0.0	1.0	0.0	52.0
127810	725.0	655	840.0	818	75.0	83.0	58.0	22.0	30.0	395	4.0	13.0	11.0	0.0	0.0	0.0	11.0
127858	1609.0	1550	1833.0	1802	144.0	132.0	84.0	31.0	19.0	529	14.0	46.0	0.0	19.0	12.0	0.0	0.0
127993	1231.0	1145	1531.0	1353	180.0	128.0	154.0	98.0	46.0	628	9.0	17.0	6.0	0.0	52.0	0.0	40.0
128057	1825.0	1630	2205.0	2000	160.0	150.0	120.0	125.0	115.0	748	20.0	20.0	0.0	0.0	10.0	0.0	115.0
128135	2050.0	1910	2321.0	2157	211.0	227.0	171.0	84.0	100.0	1215	2.0	38.0	16.0	0.0	0.0	0.0	68.0
128159	915.0	855	1045.0	1019	90.0	84.0	68.0	26.0	20.0	376	12.0	10.0	0.0	0.0	6.0	0.0	20.0
128280	1245.0	1140	1448.0	1352	123.0	132.0	110.0	56.0	65.0	781	4.0	9.0	1.0	0.0	0.0	0.0	55.0
128388	1828.0	1725	2020.0	1935	112.0	130.0	92.0	45.0	63.0	533	10.0	10.0	0.0	0.0	45.0	0.0	0.0
128398	1251.0	1230	1334.0	1310	103.0	100.0	75.0	24.0	21.0	487	6.0	22.0	21.0	0.0	3.0	0.0	0.0
128409	1902.0	1815	2059.0	2035	117.0	140.0	98.0	24.0	47.0	569	8.0	11.0	0.0	0.0	0.0	0.0	24.0
128518	1324.0	1210	1546.0	1427	142.0	137.0	101.0	79.0	74.0	644	7.0	34.0	74.0	0.0	5.0	0.0	0.0
128534	2054.0	2045	2305.0	2239	131.0	114.0	62.0	26.0	9.0	393	5.0	64.0	9.0	0.0	17.0	0.0	0.0
128539	2147.0	2105	2322.0	2232	95.0	87.0	46.0	50.0	42.0	284	4.0	45.0	1.0	0.0	8.0	0.0	41.0
128605	1110.0	1025	1248.0	1222	98.0	117.0	72.0	26.0	45.0	462	3.0	23.0	10.0	0.0	0.0	0.0	16.0
128657	612.0	600	805.0	742	113.0	102.0	72.0	23.0	12.0	489	10.0	31.0	0.0	0.0	11.0	12.0	0.0
128829	1435.0	1405	1559.0	1530	144.0	145.0	116.0	29.0	30.0	725	6.0	22.0	0.0	0.0	0.0	0.0	29.0
128830	1535.0	1429	1739.0	1634	124.0	125.0	100.0	65.0	66.0	643	13.0	11.0	7.0	0.0	0.0	0.0	58.0
129101	1732.0	1700	1832.0	1810	120.0	130.0	106.0	22.0	32.0	694	2.0	12.0	0.0	0.0	0.0	0.0	22.0
130553	1436.0	1337	1533.0	1440	57.0	63.0	39.0	53.0	59.0	125	3.0	15.0	0.0	0.0	0.0	0.0	53.0
130568	1711.0	1650	2118.0	2048	187.0	178.0	167.0	30.0	21.0	1297	8.0	12.0	0.0	0.0	0.0	0.0	30.0
130582	1856.0	1822	2117.0	2030	141.0	128.0	105.0	47.0	34.0	584	12.0	24.0	47.0	0.0	0.0	0.0	0.0
130587	1832.0	1800	1923.0	1905	51.0	65.0	35.0	18.0	32.0	116	7.0	9.0	0.0	0.0	0.0	0.0	18.0
130596	1209.0	1030	1249.0	1115	100.0	105.0	76.0	94.0	99.0	473	8.0	16.0	94.0	0.0	0.0	0.0	0.0
130598	724.0	610	835.0	651	131.0	101.0	79.0	104.0	74.0	473	7.0	45.0	104.0	0.0	0.0	0.0	0.0
130601	2045.0	1900	2203.0	2030	78.0	90.0	60.0	93.0	105.0	401	8.0	10.0	93.0	0.0	0.0	0.0	0.0
130603	757.0	610	939.0	732	102.0	82.0	68.0	127.0	107.0	401	8.0	26.0	127.0	0.0	0.0	0.0	0.0
130605	1259.0	1233	1444.0	1352	165.0	139.0	113.0	52.0	26.0	666	11.0	41.0	0.0	0.0	0.0	0.0	52.0
130612	2055.0	2017	2150.0	2124	55.0	67.0	40.0	26.0	38.0	168	5.0	10.0	0.0	0.0	0.0	0.0	26.0
130614	1621.0	1500	1746.0	1641	85.0	101.0	68.0	65.0	81.0	441	7.0	10.0	65.0	0.0	0.0	0.0	0.0
130615	2113.0	1915	2227.0	2048	74.0	93.0	64.0	99.0	118.0	441	9.0	1.0	0.0	0.0	0.0	0.0	99.0
130617	1811.0	1725	1937.0	1852	146.0	147.0	127.0	45.0	46.0	760	9.0	10.0	45.0	0.0	0.0	0.0	0.0
130618	1648.0	1544	1753.0	1659	65.0	75.0	37.0	54.0	64.0	196	6.0	22.0	0.0	0.0	0.0	0.0	54.0
130625	2000.0	1936	2119.0	2050	79.0	74.0	51.0	29.0	24.0	288	7.0	21.0	0.0	0.0	0.0	0.0	29.0
130628	1531.0	1425	1655.0	1554	84.0	89.0	50.0	61.0	66.0	288	12.0	22.0	61.0	0.0	0.0	0.0	0.0
130642	1955.0	1840	2050.0	1938	55.0	58.0	31.0	72.0	75.0	168	9.0	15.0	0.0	0.0	0.0	0.0	72.0
130643	2005.0	1949	2139.0	2121	94.0	92.0	67.0	18.0	16.0	430	10.0	17.0	18.0	0.0	0.0	0.0	0.0
130648	1905.0	1850	2100.0	2035	115.0	105.0	78.0	25.0	15.0	500	30.0	7.0	25.0	0.0	0.0	0.0	0.0
130649	755.0	735	1005.0	924	130.0	109.0	89.0	41.0	20.0	529	15.0	26.0	41.0	0.0	0.0	0.0	0.0
130650	2230.0	2210	36.0	2	126.0	112.0	85.0	34.0	20.0	529	14.0	27.0	34.0	0.0	0.0	0.0	0.0
130664	2313.0	2220	2400.0	2319	47.0	59.0	31.0	41.0	53.0	185	4.0	12.0	41.0	0.0	0.0	0.0	0.0
130668	1335.0	1325	1550.0	1516	135.0	111.0	101.0	34.0	10.0	541	7.0	27.0	34.0	0.0	0.0	0.0	0.0
130679	1514.0	1425	1617.0	1539	123.0	134.0	96.0	38.0	49.0	599	6.0	21.0	38.0	0.0	0.0	0.0	0.0
130689	1550.0	1430	1635.0	1527	45.0	57.0	29.0	68.0	80.0	130	5.0	11.0	68.0	0.0	0.0	0.0	0.0
130699	1837.0	1712	1913.0	1755	36.0	43.0	20.0	78.0	85.0	72	8.0	8.0	78.0	0.0	0.0	0.0	0.0
130702	1407.0	1201	1552.0	1355	105.0	114.0	85.0	117.0	126.0	551	5.0	15.0	117.0	0.0	0.0	0.0	0.0
130711	1313.0	1215	1413.0	1317	60.0	62.0	39.0	56.0	58.0	125	2.0	19.0	56.0	0.0	0.0	0.0	0.0
130712	1946.0	1855	18.0	2343	152.0	168.0	135.0	35.0	51.0	1199	4.0	13.0	0.0	0.0	0.0	0.0	35.0
130748	1330.0	1300	1627.0	1605	117.0	125.0	97.0	22.0	30.0	794	5.0	15.0	0.0	0.0	0.0	0.0	22.0
130756	845.0	820	1035.0	1012	110.0	112.0	65.0	23.0	25.0	351	24.0	21.0	23.0	0.0	0.0	0.0	0.0
130757	1205.0	1134	1249.0	1224	104.0	110.0	90.0	25.0	31.0	589	4.0	10.0	0.0	0.0	0.0	0.0	25.0
130763	2115.0	1855	2246.0	2043	91.0	108.0	72.0	123.0	140.0	500	4.0	15.0	123.0	0.0	0.0	0.0	0.0
130771	2158.0	2132	2240.0	2220	102.0	108.0	83.0	20.0	26.0	584	7.0	12.0	20.0	0.0	0.0	0.0	0.0
130778	1030.0	1000	1220.0	1201	110.0	121.0	83.0	19.0	30.0	529	8.0	19.0	0.0	0.0	0.0	0.0	19.0
130781	2012.0	1915	2240.0	2152	88.0	97.0	71.0	48.0	57.0	493	8.0	9.0	48.0	0.0	0.0	0.0	0.0
130786	1500.0	1429	1600.0	1528	60.0	59.0	42.0	32.0	31.0	119	10.0	8.0	32.0	0.0	0.0	0.0	0.0
130791	1005.0	600	1024.0	602	79.0	62.0	63.0	262.0	245.0	157	11.0	5.0	262.0	0.0	0.0	0.0	0.0
130802	1200.0	1129	1300.0	1230	60.0	61.0	41.0	30.0	31.0	174	8.0	11.0	0.0	0.0	0.0	0.0	30.0
130810	1226.0	949	1314.0	1100	108.0	131.0	94.0	134.0	157.0	590	7.0	7.0	134.0	0.0	0.0	0.0	0.0
130816	1913.0	1742	2016.0	1852	123.0	130.0	91.0	84.0	91.0	577	23.0	9.0	0.0	0.0	0.0	0.0	84.0
130817	1312.0	1220	1420.0	1330	128.0	130.0	92.0	50.0	52.0	577	10.0	26.0	50.0	0.0	0.0	0.0	0.0
130823	1545.0	1530	1635.0	1619	50.0	49.0	37.0	16.0	15.0	216	3.0	10.0	16.0	0.0	0.0	0.0	0.0
130854	1652.0	1640	1755.0	1735	123.0	115.0	81.0	20.0	12.0	542	9.0	33.0	20.0	0.0	0.0	0.0	0.0
130860	1830.0	1645	1945.0	1815	75.0	90.0	57.0	90.0	105.0	401	3.0	15.0	0.0	0.0	0.0	0.0	90.0
130863	1909.0	1700	2036.0	1847	87.0	107.0	47.0	109.0	129.0	441	34.0	6.0	109.0	0.0	0.0	0.0	0.0
130865	1820.0	1725	1942.0	1851	82.0	86.0	54.0	51.0	55.0	288	6.0	22.0	51.0	0.0	0.0	0.0	0.0
130872	903.0	857	1044.0	1028	101.0	91.0	67.0	16.0	6.0	321	5.0	29.0	16.0	0.0	0.0	0.0	0.0
130873	4.0	2150	107.0	2314	63.0	84.0	46.0	113.0	134.0	321	4.0	13.0	113.0	0.0	0.0	0.0	0.0
130874	1001.0	835	1137.0	1009	96.0	94.0	70.0	88.0	86.0	383	6.0	20.0	0.0	0.0	0.0	0.0	88.0
130875	2313.0	2145	45.0	2314	92.0	89.0	64.0	91.0	88.0	383	6.0	22.0	91.0	0.0	0.0	0.0	0.0
130888	744.0	720	853.0	830	69.0	70.0	47.0	23.0	24.0	229	3.0	19.0	23.0	0.0	0.0	0.0	0.0
130895	2302.0	2205	2350.0	2305	48.0	60.0	32.0	45.0	57.0	157	2.0	14.0	45.0	0.0	0.0	0.0	0.0
130900	1328.0	1313	1440.0	1416	72.0	63.0	37.0	24.0	15.0	183	4.0	31.0	24.0	0.0	0.0	0.0	0.0
130904	840.0	830	1031.0	1001	111.0	91.0	83.0	30.0	10.0	494	3.0	25.0	30.0	0.0	0.0	0.0	0.0
130911	1344.0	1219	1514.0	1402	90.0	103.0	69.0	72.0	85.0	515	4.0	17.0	72.0	0.0	0.0	0.0	0.0
130912	1740.0	1655	1920.0	1838	100.0	103.0	79.0	42.0	45.0	515	4.0	17.0	42.0	0.0	0.0	0.0	0.0
130932	1650.0	1638	1740.0	1725	50.0	47.0	35.0	15.0	12.0	216	6.0	9.0	15.0	0.0	0.0	0.0	0.0
130938	1645.0	1559	1855.0	1803	130.0	124.0	81.0	52.0	46.0	541	10.0	39.0	52.0	0.0	0.0	0.0	0.0
130948	950.0	858	950.0	905	60.0	67.0	36.0	45.0	52.0	179	7.0	17.0	45.0	0.0	0.0	0.0	0.0
130949	1614.0	1546	1625.0	1553	71.0	67.0	49.0	32.0	28.0	179	10.0	12.0	0.0	0.0	0.0	0.0	32.0
130961	40.0	2356	205.0	125	85.0	89.0	63.0	40.0	44.0	314	6.0	16.0	40.0	0.0	0.0	0.0	0.0
130966	1600.0	1541	1710.0	1648	70.0	67.0	43.0	22.0	19.0	236	7.0	20.0	0.0	0.0	0.0	0.0	22.0
130972	1730.0	1615	1936.0	1835	66.0	80.0	54.0	61.0	75.0	355	5.0	7.0	61.0	0.0	0.0	0.0	0.0
130980	1645.0	1552	1656.0	1605	71.0	73.0	49.0	51.0	53.0	222	8.0	14.0	51.0	0.0	0.0	0.0	0.0
131022	852.0	845	1036.0	1013	164.0	148.0	134.0	23.0	7.0	833	20.0	10.0	23.0	0.0	0.0	0.0	0.0
131032	1414.0	1315	1646.0	1600	152.0	165.0	132.0	46.0	59.0	978	2.0	18.0	46.0	0.0	0.0	0.0	0.0
131034	2217.0	2059	140.0	1	143.0	122.0	92.0	99.0	78.0	783	9.0	42.0	99.0	0.0	0.0	0.0	0.0
131036	1941.0	1935	2145.0	2124	124.0	109.0	80.0	21.0	6.0	584	3.0	41.0	21.0	0.0	0.0	0.0	0.0
131039	1720.0	1642	1818.0	1732	58.0	50.0	24.0	46.0	38.0	116	4.0	30.0	0.0	0.0	0.0	0.0	46.0
131041	1324.0	1310	1455.0	1437	91.0	87.0	65.0	18.0	14.0	409	8.0	18.0	0.0	0.0	0.0	0.0	18.0
